TranactionCode,TransactionDate,CancelDate,TransactonNumber,CheckNumber,Payee,ReferenceNumber,CurrencyCode,BankID,ReferenceNumber,OutstandingBalance,CanceledAmount
STO – Standing order,1/13/2012,1/18/2012,927270699,5,Transfer,18760438,JPY,0839-7428-9,18760438,7346366.37,314.19
BOE – Bill of exchange,1/8/2012,1/25/2012,948081894,2,Citibank,50580640,EUR,0313-0912-3,50580640,13049602.94,6429.86
BNK – Securities Related Item – Bank fees,1/22/2012,2/16/2012,412111439,1,Other,90183472,USD,0839-0068-0,90183472,18049335.91,5101.2
INT – Interest,1/28/2012,1/28/2012,718535338,4,Other,20125416,USD,0550-0330-8,20125416,2544890.67,4271.21
EXT – Securities Related Item – External transfer for own account,1/1/2012,1/17/2012,534757681,7,Service Charge,61988909,USD,0515-0339-4,61988909,7097319.09,4019.76
CHG – Charges and other expenses,1/4/2012,2/2/2012,193474570,87,Deposits,54669360,USD,0312-0471-0,54669360,5156322.46,3699.32
MSC – Miscellaneous,1/14/2012,1/21/2012,388836228,4,Transfer,83552765,EUR,1110-1769-4,83552765,17668990.15,3836
SEC – Securities (used when entering a principal amount),1/9/2012,1/21/2012,462713552,4,Transfer,82650682,USD,0514-0426-0,82650682,17363767.43,3199.73
TRF – Transfer,1/30/2012,2/10/2012,896513300,6,Checking Costs,59004819,GBP,0421-0226-7,59004819,6783008.06,5569.7
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/18/2012,2/9/2012,34675921,4,Checking Costs,7130345,JPY,0839-7428-9,7130345,10202952.81,1806.37
TRF – Transfer,1/11/2012,1/29/2012,895297432,4,Citibank,6557304,JPY,0642-0816-5,6557304,15449191.63,1192.29
CPN – Securities Related Item – Coupon payments,1/4/2012,2/1/2012,686361728,88,Checking Costs,19855208,JPY,0312-0471-0,19855208,4685185.5,2252.29
PCH – Securities Related Item – Purchase (including STIF and Time deposits),1/5/2012,1/26/2012,718125057,3,Checking Costs,62236110,USD,0622-0398-4,62236110,17811529.26,1659.77
OPT – Securities Related Item – Options,1/8/2012,1/21/2012,810040704,9,Replenishment,80099707,JPY,0611-1341-5,80099707,15058878.5,4936.78
TCK – Travellers cheques,1/8/2012,1/17/2012,38164711,4,Replenishment,19091331,EUR,0642-0816-5,19091331,3509973.17,2119.03
CHG – Charges and other expenses,1/24/2012,2/8/2012,811062498,8,Checking Costs,76577336,EUR,0839-0068-0,76577336,3107780.61,945.33
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/17/2012,1/28/2012,132835416,1,Investment deposit,97375299,GBP,0515-0339-4,97375299,6765017.89,3127.9
REC – Securities Related Item – Tax reclaim,1/19/2012,2/15/2012,400822932,3,Transfer,83198710,JPY,2631-9138-7,83198710,12457680.69,1124.97
RED – Securities Related Item – Redemption/Withdrawal,1/5/2012,1/8/2012,452674182,7,Transfer,56930064,EUR,0421-0226-7,56930064,929172.2,6025.47
BOE – Bill of exchange,1/22/2012,1/26/2012,449327387,8,Deposits,191985,EUR,1110-1769-4,191985,564051.17,2899.03
SEC – Securities (used when entering a principal amount),1/13/2012,2/6/2012,496016160,6,Deposits,20948317,EUR,0540-0154-7,20948317,680458.5,4594.15
STP – Securities Related Item – Stamp duty,1/16/2012,1/24/2012,135791073,6,Service Charge,87087387,JPY,0540-0154-7,87087387,8818897.52,2625.76
CMZ – Cash management item – Zero balancing,1/2/2012,1/11/2012,902314626,8,Deposits,63137953,EUR,0839-0068-0,63137953,10192831.83,5734.33
DDT – Direct Debit Item,1/10/2012,2/4/2012,46450339,9,Transfer,63843947,GBP,0611-1341-5,63843947,6612876.59,2457.58
COL – Collections (used when entering a principal amount),1/22/2012,2/19/2012,805653951,9,Deposits,13915035,JPY,1110-1769-4,13915035,5769051.13,2098.84
RIG – Securities Related Item – Rights,1/19/2012,2/9/2012,845115265,89,Misc.,47943877,GBP,0312-0471-0,47943877,9501849.67,157.53
MAT – Securities Related Item – Maturity,1/23/2012,2/4/2012,947756427,3,Citibank,3773893,USD,0531-0112-1,3773893,9412887.54,3128.08
MAR – Securities Related Item – Margin payments/Receipts,1/18/2012,1/19/2012,341183160,2,Checking Costs,471666,EUR,0839-7428-9,471666,4569045.59,4098.66
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/26/2012,2/18/2012,158234763,1,Investment deposit,77360417,USD,0515-0339-4,77360417,8779178.19,5571.99
COL – Collections (used when entering a principal amount),1/17/2012,2/6/2012,873101369,7,Replenishment,75405296,EUR,0515-0339-4,75405296,17945642.28,5415.64
COL – Collections (used when entering a principal amount),1/22/2012,1/22/2012,638331897,90,Replenishment,24808345,JPY,0312-0471-0,24808345,16093773.41,6042.09
COL – Collections (used when entering a principal amount),1/2/2012,1/17/2012,755123028,91,Investment deposit,98975035,EUR,0312-0471-0,98975035,411128.98,4713.34
TRN – Securities Related Item – Transaction fee,1/8/2012,1/29/2012,495111403,9,Deposits,41377809,JPY,0514-0426-0,41377809,16204471.22,5360.55
CMS – Cash management item – Sweeping,1/11/2012,1/22/2012,765865068,9,Transfer,4446104,GBP,0642-0816-5,4446104,16226623.2,5195.68
CPN – Securities Related Item – Coupon payments,1/26/2012,2/23/2012,285143382,9,Investment deposit,87425314,GBP,0313-0912-3,87425314,10215439.93,2128.13
SWP – Securities Related Item – SWAP payment,1/9/2012,2/6/2012,396947193,92,Other,87534606,USD,0312-0471-0,87534606,9410674.15,2784.84
EQA – Equivalent amount,1/1/2012,1/5/2012,113517092,6,Investment deposit,86764623,JPY,0515-0339-4,86764623,4384185.07,4618.2
BNK – Securities Related Item – Bank fees,1/2/2012,1/26/2012,528271094,1,Transfer,35684156,JPY,0611-1341-5,35684156,1431501.83,5418.14
OPT – Securities Related Item – Options,1/13/2012,1/19/2012,594669741,93,Transfer,12994506,GBP,0312-0471-0,12994506,7118834.15,3012.99
FEX – Foreign exchange,1/24/2012,1/29/2012,246906284,5,Checking Costs,69733617,GBP,0514-0426-0,69733617,2802813.67,4145.06
POP – Securities Related Item – Pair-off proceeds,1/4/2012,1/18/2012,197718609,3,Deposits,14477635,GBP,0611-1341-5,14477635,13291299.11,1193.09
CMT – Cash management item -Topping,1/15/2012,2/8/2012,189806628,7,Replenishment,18798250,GBP,0611-1341-5,18798250,3223049.74,2004.84
CMI – Cash management item – No detail,1/1/2012,1/18/2012,373537448,4,Transfer,1077314,EUR,0839-7428-9,1077314,3925982.78,1398.1
COM – Commission,1/27/2012,2/24/2012,551970420,7,Service Charge,74526224,GBP,0839-0068-0,74526224,5992585.91,401.66
TRN – Securities Related Item – Transaction fee,1/11/2012,1/13/2012,8355364,94,Investment deposit,26676350,EUR,0312-0471-0,26676350,15053039.07,5431.72
FEX – Foreign exchange,1/6/2012,1/13/2012,350703979,6,Service Charge,70520673,EUR,0839-7428-9,70520673,12183043.35,4992.21
LDP – Loan deposit,1/25/2012,2/13/2012,302971784,8,Deposits,32746716,JPY,0532-0160-7,32746716,7541677.17,2266.54
CAS – Securities Related Item – Cash in Lieu,1/9/2012,1/14/2012,672717780,95,Replenishment,87652889,JPY,0312-0471-0,87652889,16428570.81,168.73
CHK – Cheques,1/28/2012,2/5/2012,507151471,4,Replenishment,46914043,JPY,0531-0112-1,46914043,1060045.83,99999
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/13/2012,1/27/2012,128118928,4,Checking Costs,95572462,EUR,1110-1769-4,95572462,2528524.11,1573.38
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/9/2012,2/2/2012,193183655,9,Investment deposit,84002990,USD,0540-0154-7,84002990,18005638.91,6299.32
SWP – Securities Related Item – SWAP payment,1/21/2012,2/14/2012,789251010,9,Deposits,93430051,USD,0550-0330-8,93430051,2503558.06,2801.22
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/25/2012,2/4/2012,588263876,6,Transfer,12244908,EUR,0532-0160-7,12244908,9576884.61,455.63
BNK – Securities Related Item – Bank fees,1/23/2012,2/6/2012,300167336,96,Service Charge,38997854,GBP,0312-0471-0,38997854,3214324.2,101.64
CMN – Cash management item – Notional pooling,1/16/2012,1/23/2012,745720404,2,Misc.,61687119,EUR,0622-0398-4,61687119,6331823.56,4233.13
CHK – Cheques,1/9/2012,1/15/2012,611247556,97,Deposits,91832330,USD,0312-0471-0,91832330,7219365.87,99999
RTI – Returned item,1/13/2012,1/17/2012,23596089,7,Other,58640405,GBP,2631-9138-7,58640405,13029085.81,435.51
CMT – Cash management item -Topping,1/13/2012,1/20/2012,573504397,5,Citibank,35591508,EUR,0550-0330-8,35591508,15561900.78,4292.65
CHG – Charges and other expenses,1/17/2012,1/29/2012,38469831,1,Investment deposit,5015897,USD,0611-1341-5,5015897,6318236.26,5438.02
EQA – Equivalent amount,1/25/2012,2/6/2012,381603245,9,Misc.,73847965,EUR,0642-0816-5,73847965,11218693.26,3297.71
CMI – Cash management item – No detail,1/16/2012,1/31/2012,386458959,2,Investment deposit,8320595,JPY,0515-0339-4,8320595,12605414.31,2975.91
STP – Securities Related Item – Stamp duty,1/26/2012,2/3/2012,629544045,6,Citibank,36220485,JPY,1110-1769-4,36220485,7097155.5,2371.61
CMN – Cash management item – Notional pooling,1/30/2012,2/12/2012,552009772,2,Deposits,26669498,USD,0515-0339-4,26669498,9671717.93,4110.44
MAT – Securities Related Item – Maturity,1/12/2012,2/6/2012,810266438,3,Misc.,58793064,JPY,0421-0226-7,58793064,3159542.94,5088.48
STO – Standing order,1/16/2012,1/16/2012,993718185,4,Misc.,12000785,JPY,0642-0816-5,12000785,8340349.02,2473.59
CMN – Cash management item – Notional pooling,1/25/2012,2/15/2012,849493264,98,Transfer,36372202,GBP,0312-0471-0,36372202,15167261.46,3791.66
LBX – Lock box,1/25/2012,2/11/2012,824862581,9,Replenishment,65888787,GBP,0611-1341-5,65888787,2263776.33,2756.84
CHG – Charges and other expenses,1/27/2012,2/4/2012,913066829,3,Checking Costs,98724064,JPY,0550-0330-8,98724064,8571667.94,4735.75
REC – Securities Related Item – Tax reclaim,1/21/2012,2/2/2012,354489206,7,Transfer,93108965,EUR,0313-0912-3,93108965,12716570.17,178.2
SLE – Securities Related Item – Securities lending related,1/19/2012,1/29/2012,133500018,9,Service Charge,52223074,GBP,0313-0912-3,52223074,9339295.61,6176.3
FEX – Foreign exchange,1/27/2012,2/5/2012,31163286,8,Transfer,3319225,EUR,0515-0339-4,3319225,7492452.94,3515.12
DDT – Direct Debit Item,1/18/2012,1/29/2012,935726106,2,Misc.,93961765,JPY,0642-0816-5,93961765,8024146.7,5045.53
DIV – Securities Related Item – Dividends,1/22/2012,1/26/2012,617544924,7,Transfer,43464663,GBP,0514-0426-0,43464663,9886436.44,310.91
COM – Commission,1/7/2012,1/20/2012,938588169,5,Misc.,32899205,GBP,1110-1769-4,32899205,16752696.46,1638.08
REC – Securities Related Item – Tax reclaim,1/28/2012,2/14/2012,675759135,6,Investment deposit,97716385,USD,0622-0398-4,97716385,6281579.43,3510.71
PRN – Securities Related Item – Principal pay-down/pay-up,1/22/2012,2/1/2012,703669491,99,Replenishment,89538456,USD,0312-0471-0,89538456,12036328.19,4723.42
POP – Securities Related Item – Pair-off proceeds,1/22/2012,1/25/2012,165261250,4,Investment deposit,15692449,USD,0421-0226-7,15692449,12597882.69,2862.76
CPN – Securities Related Item – Coupon payments,1/24/2012,2/7/2012,629746414,5,Replenishment,66446508,JPY,0313-0912-3,66446508,3803828.5,2083.66
SWP – Securities Related Item – SWAP payment,1/22/2012,2/12/2012,763526474,9,Replenishment,7026834,USD,0515-0339-4,7026834,3968861.78,5889.77
NWI – Securities Related Item – New issues distribution,1/8/2012,1/18/2012,261915375,100,Transfer,82259464,JPY,0312-0471-0,82259464,16340815.5,6039.09
MGT – Securities Related Item – Management fees,1/27/2012,1/27/2012,990828771,3,Replenishment,55788497,GBP,0550-0330-8,55788497,14499552.87,5610.08
POP – Securities Related Item – Pair-off proceeds,1/24/2012,2/18/2012,862475041,101,Transfer,2425141,JPY,0312-0471-0,2425141,3716666.89,5170.02
OPT – Securities Related Item – Options,1/19/2012,1/30/2012,951940201,4,Misc.,66292323,USD,0839-7428-9,66292323,12269685.57,2533.66
TRN – Securities Related Item – Transaction fee,1/23/2012,1/30/2012,166125224,2,Transfer,7408695,USD,0611-1341-5,7408695,9564226,2014.74
NWI – Securities Related Item – New issues distribution,1/3/2012,1/9/2012,882410507,7,Misc.,53038539,EUR,0550-0330-8,53038539,11558480.72,3011.18
CMI – Cash management item – No detail,1/9/2012,1/31/2012,417813650,5,Replenishment,9464904,EUR,0622-0398-4,9464904,10886318.52,1691.16
CMI – Cash management item – No detail,1/23/2012,2/8/2012,697696360,3,Service Charge,48491725,JPY,0540-0154-7,48491725,16792686.56,99999
MAT – Securities Related Item – Maturity,1/10/2012,2/3/2012,159085919,6,Replenishment,77987923,EUR,0611-1341-5,77987923,12993690.7,5400.35
POP – Securities Related Item – Pair-off proceeds,1/13/2012,1/13/2012,949925468,5,Citibank,30315873,JPY,0839-0068-0,30315873,4141228.04,5597.39
DIV – Securities Related Item – Dividends,1/24/2012,2/10/2012,552294808,7,Misc.,94608305,EUR,0531-0112-1,94608305,12895880.15,2931.65
TAX – Securities Related Item – Withholding tax payment,1/4/2012,1/20/2012,978011220,9,Service Charge,91632492,USD,0642-0816-5,91632492,4461436.48,198.27
SEC – Securities (used when entering a principal amount),1/24/2012,2/17/2012,332818426,8,Deposits,68183896,USD,0313-0912-3,68183896,12280214.33,826.67
CMS – Cash management item – Sweeping,1/20/2012,1/29/2012,586321250,9,Citibank,13245009,GBP,0622-0398-4,13245009,5329360.26,1164.02
EXT – Securities Related Item – External transfer for own account,1/1/2012,1/13/2012,581320564,4,Investment deposit,58604780,GBP,0531-0112-1,58604780,609632.69,1120.36
MGT – Securities Related Item – Management fees,1/6/2012,1/10/2012,19925328,2,Deposits,78374422,USD,0421-0226-7,78374422,7862241.87,3444.01
WAR – Securities Related Item – Warrant,1/2/2012,1/10/2012,748715255,6,Deposits,84189295,GBP,0515-0339-4,84189295,931528.11,4966.4
TRA – Securities Related Item – Internal transfer for own account,1/17/2012,2/12/2012,571922404,2,Citibank,43425694,EUR,0540-0154-7,43425694,4550845.44,1207.29
REC – Securities Related Item – Tax reclaim,1/3/2012,1/21/2012,331096564,1,Citibank,30232616,USD,2631-9138-7,30232616,2461863.74,2340.81
EXT – Securities Related Item – External transfer for own account,1/22/2012,2/1/2012,192046726,6,Replenishment,51869506,GBP,2631-9138-7,51869506,17084740.46,351.38
TRN – Securities Related Item – Transaction fee,1/13/2012,2/9/2012,64400936,8,Deposits,272577,USD,0531-0112-1,272577,18329290.89,4849.2
TRA – Securities Related Item – Internal transfer for own account,1/8/2012,1/29/2012,525636306,7,Checking Costs,91363520,USD,0313-0912-3,91363520,17063023.85,832.23
CHK – Cheques,1/26/2012,2/24/2012,961905268,8,Investment deposit,45367686,USD,0839-7428-9,45367686,15728319.52,99999
CMS – Cash management item – Sweeping,1/1/2012,1/19/2012,308739579,8,Service Charge,25854340,JPY,0550-0330-8,25854340,6672579.17,3270.01
EQA – Equivalent amount,1/8/2012,2/3/2012,627499536,8,Transfer,97400960,JPY,0515-0339-4,97400960,18058422.8,5225.66
DIV – Securities Related Item – Dividends,1/14/2012,1/19/2012,67376619,1,Other,19746343,JPY,0313-0912-3,19746343,11199021.67,5529.83
LBX – Lock box,1/24/2012,2/9/2012,150598939,7,Other,14016917,USD,0532-0160-7,14016917,2375893.93,1075.75
TRA – Securities Related Item – Internal transfer for own account,1/9/2012,1/16/2012,591447201,9,Investment deposit,17827560,JPY,0421-0226-7,17827560,6536862.59,5108.53
NWI – Securities Related Item – New issues distribution,1/26/2012,2/12/2012,444488093,2,Checking Costs,77790013,GBP,0622-0398-4,77790013,1645316.93,2480.27
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/24/2012,2/5/2012,192712144,102,Checking Costs,14326162,JPY,0312-0471-0,14326162,393411.91,5754.05
STO – Standing order,1/24/2012,1/27/2012,890551617,7,Citibank,84371083,EUR,0622-0398-4,84371083,11464595.26,4342.82
RIG – Securities Related Item – Rights,1/5/2012,2/1/2012,786670069,1,Replenishment,5618957,JPY,0839-7428-9,5618957,4376095.06,4139.44
SUB – Securities Related Item – Subscription,1/9/2012,1/31/2012,319191167,103,Misc.,20610806,JPY,0312-0471-0,20610806,8872947.5,203.47
MAT – Securities Related Item – Maturity,1/1/2012,1/30/2012,415551443,104,Transfer,70686343,EUR,0312-0471-0,70686343,11975221.44,3591.51
ODC – Overdraft charge,1/17/2012,2/1/2012,801147844,3,Deposits,72663171,USD,0421-0226-7,72663171,127250.67,3884.29
PCH – Securities Related Item – Purchase (including STIF and Time deposits),1/14/2012,1/18/2012,983860453,9,Replenishment,11903854,EUR,0532-0160-7,11903854,12418759.17,132.02
SEC – Securities (used when entering a principal amount),1/7/2012,1/23/2012,971923644,1,Transfer,86231681,GBP,0622-0398-4,86231681,605235.59,2357.29
TCM – Securities Related Item – Tripartite collateral management,1/25/2012,2/8/2012,2359173,6,Service Charge,44313122,EUR,0642-0816-5,44313122,11640039.76,2263.58
POP – Securities Related Item – Pair-off proceeds,1/11/2012,2/2/2012,746128477,8,Other,6272647,USD,1110-1769-4,6272647,10028620.98,5858.47
CMT – Cash management item -Topping,1/23/2012,1/26/2012,736497622,7,Checking Costs,3974228,JPY,0313-0912-3,3974228,18002151.67,2181.25
CMZ – Cash management item – Zero balancing,1/23/2012,1/31/2012,500367851,3,Service Charge,35705288,GBP,0642-0816-5,35705288,9432002.37,785.87
COM – Commission,1/23/2012,2/11/2012,869601554,4,Replenishment,71806432,GBP,0611-1341-5,71806432,16079876,2757.38
NWI – Securities Related Item – New issues distribution,1/25/2012,2/4/2012,235754435,2,Other,90288301,JPY,0550-0330-8,90288301,9671251.94,1216.4
OPT – Securities Related Item – Options,1/28/2012,2/17/2012,647629918,4,Checking Costs,91008322,EUR,0550-0330-8,91008322,1176032.87,1857.74
